,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
1850,1835,Spain,Northern Spain,Ribera del Duero,Viña Arnáiz,Viña Arnáiz 2010 Crianza  (Ribera del Duero),Tempranillo Blend,25.0,84,Michael Schachner,"Chunky, raisiny lead aromas come with more than enough vanilla, mocha and creamy oak backing. This has a lazy, baked, tannic feel and heavy flavors of candied blackberry and creamy oak. It smells and tastes forced.",Crianza,@wineschach
1861,1846,Spain,Northern Spain,Rueda,Eresma,Eresma 2012 Fermentado en Barrica Verdejo (Rueda),Verdejo,30.0,83,Michael Schachner,"Gold in color, with a nutty, flabby nose. In the mouth, this is honeyed and mealy, while flavors of creamy oak, green herbs and stone fruits finish bland and soft.",Fermentado en Barrica,@wineschach
1863,1848,Spain,Central Spain,Vino de la Tierra de Castilla,Maximo,Maximo 2012 Edicion Limitada Garnacha (Vino de la Tierra de Castilla),Garnacha,9.0,83,Michael Schachner,"Grassy, stalky plum aromas are decent but not overly fresh. Without a lot of shape or body, this modest Garnacha is herbaceous and limited in red-fruit flavors. The finish is gone in a flash.",Edicion Limitada,@wineschach
1869,1854,Spain,Northern Spain,Cariñena,Alto Cinco,Alto Cinco 2012 Paniza Garnacha (Cariñena),Garnacha,15.0,83,Michael Schachner,"Prune and raisin aromas announce ripeness, which comes with woodsy, earthy, murky berry scents. This feels snappy at first, then more heavy and baked. Prune and spice cake flavors are clumsy, heavy and lack cohesion on the finish.",Paniza,@wineschach
1915,1898,Spain,Catalonia,Penedès,Torres,Torres 2003 Reserva Real Red (Penedès),Bordeaux-style Red Blend,150.0,89,Michael Schachner,"Plenty of new oak is announced via aromas of coconut, mint, vanilla and burnt toast. but offsetting that is lively berry and cola flavors. As it opens and settles in, you get a wall of fierce tannins that aren't likely to fade any time soon. So unless you have years to cellar this wine, it will likely hold onto its hard, tannic personality. Hold another three years, if possible.",Reserva Real,@wineschach
1923,1906,Spain,Spanish Islands,Vi de la Terra Illes Balears,Ànima Negra,Ànima Negra 2004 Àn Red (Vi de la Terra Illes Balears),Red Blend,53.0,89,Michael Schachner,"Overall this Callet-led blend might exceed its more oaked, richer brother known as Son Negre. Àn has a rooty, oak-driven nose with hints of herbs and tobacco, while the palate is dark and tasty, with blackberry, cherry and cured meat flavors. Finishes with pepper and a lash of leftover oak that hopefully will disappear as the wine ages. Drink now through 2012.",Àn,@wineschach
2004,1987,Spain,Central Spain,Vino de la Tierra de Castilla,Felix Solis,Felix Solis 2013 Flirty Bird Syrah (Vino de la Tierra de Castilla),Syrah,4.0,85,Michael Schachner,"Berry and cherry aromas are surprisingly sturdy and clean. Freshness is maintained on the palate, which is honest enough to offer modest tannic bite. Lightly spiced plum and raspberry flavors change little on an easy finish.",Flirty Bird,@wineschach
2018,2001,Spain,Central Spain,Vino de la Tierra de Castilla,Mureda,Mureda 2012 Oak Aged Syrah (Vino de la Tierra de Castilla),Syrah,10.0,84,Michael Schachner,"Dusty aromas of red cherry are muddled by oaky notes of plastic and latex. A jumpy, bright palate is rudimentary, as are lightly spiced plum and raspberry flavors. A fresh, dry, basic finish seems appropriate.",Oak Aged,@wineschach
2031,2014,Spain,Northern Spain,Rueda,Casa Rojo,Casa Rojo 2013 El Gordo del Circo Verdejo (Rueda),Verdejo,17.0,84,Michael Schachner,Melon and citrus aromas are yeasty and a bit sulfuric. This feels plump and juicy but not exact or well cut. Flavors of briny apple and nectarine turn bitter and salty on the finish.,El Gordo del Circo,@wineschach
2157,2138,Spain,Northern Spain,Rioja,Bodegas Riojanas,Bodegas Riojanas 2015 Canchales Vino Joven  (Rioja),Tempranillo,12.0,84,Michael Schachner,"Rubbery raspberry and plum aromas are decent. This feels crisp and abrasive on the surface, but sort of empty in the middle. Lean snappy plum and raspberry flavors end with scratchy tannins and a medicinal aftertaste.",Canchales Vino Joven,@wineschach
2165,2145,Spain,Northern Spain,Rioja,Sonsierra,Sonsierra 2015 Selección Tempranillo Rosé (Rioja),Rosé,8.0,84,Michael Schachner,"This pink wine smells of red-apple skins. The palate is low on acidity but not entirely dull. Dry briny lightly bitter flavors don't show a lot of fruit, while this is pulpy on the finish.",Selección Tempranillo,@wineschach
2171,2151,Spain,Central Spain,Vino de la Tierra de Castilla,Venta Morales,Venta Morales 2015 Made With Organic Grapes Tempranillo (Vino de la Tierra de Castilla),Tempranillo,11.0,84,Michael Schachner,"Heavy oak aromas sit atop wiry plum and spice scents. This feels tannic and tough, with up-front oak and herbal berry flavors. A dry tannic, spicy finish features palpable oak that tastes forced and like plastic.",Made With Organic Grapes,@wineschach
2173,2153,Spain,Central Spain,Vino de la Tierra de Castilla,Bodegas Isidro Milagro,Bodegas Isidro Milagro 2015 SPÑ Red (Vino de la Tierra de Castilla),Red Blend,9.0,84,Michael Schachner,"Prickly berry aromas include notes of both candied raspberry and cinnamon. This feels a bit clunky and sticky, with sugary berry flavors and a slightly cloying finish.",SPÑ,@wineschach
2174,2154,Spain,Levante,Jumilla,Campos de Risca,Campos de Risca 2013 Estate Wine Organic Monastrell-Syrah (Jumilla),Monastrell-Syrah,18.0,84,Michael Schachner,"Dusty aromas of desert brush, oak, blueberry, animal hide and green herbs are strained. This feels raw and choppy, while reedy herbal red-fruit flavors finish with a note of raisin. This Monastrell (with 10% Syrah) is okay but all over the map.",Estate Wine Organic,@wineschach
2183,2162,Spain,Galicia,Rías Baixas,Lo Nuevo,Lo Nuevo 2015 Covello Albariño (Rías Baixas),Albariño,16.0,84,Michael Schachner,"Lemon and apple aromas precede a high-acid citric palate without much elegance or finesse. This pedestrian Albariño deals pithy orange flavors that come with a note of grape skins. On the finish, this seems like orange juice.",Covello,@wineschach
2196,2175,Spain,Northern Spain,Rioja,Muga,Muga 2016 Flor de Muga Rosé (Rioja),Rosé,31.0,90,Michael Schachner,"If you are of the school that says rosé from Provence is the world's gold standard, then give this excellent newcomer a try. Brief skin contact has created a light color and sense of elegance on the nose and palate. Flavors of cantaloupe and peach are lightly sweet but cut by ample acidity. Drink as soon as possible to capture this wine's fresh essence.",Flor de Muga,@wineschach
2200,2179,Spain,Catalonia,Cava,Maria Casanovas,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,31.0,90,Michael Schachner,"This aerated, yellow-tinted brut nature smells mature, bready and buttery. The palate is full bodied, yeasty and anything but sweet. Salted citrus and papaya flavors are nutty and hold steady on a slightly flat finish. Drink now.",Glaç Brut Nature,@wineschach
2202,2181,Spain,Northern Spain,Rioja,Eduardo Garrido García,Eduardo Garrido García 2011 Reserva  (Rioja),Tempranillo Blend,30.0,90,Michael Schachner,"Aromas of tobacco, wood grain, plum and cherry set up a plucky, lively palate with hard tannins. Spicy plum and berry flavors finish steady and drawing. Drunk now through 2023.",Reserva,@wineschach
2307,2285,Spain,Northern Spain,Toro,Damalisco,Damalisco 2008 Crianza  (Toro),Tinta de Toro,25.0,85,Michael Schachner,"After opening with reedy, stalky aromas, this is raw and choppy on the palate. Flavors of herbal red plum and rhubarb conclude with tight, edgy acids and a bit of burn and heat. This is fresh and generally pretty good, but it lacks Toro's usual richness and power.",Crianza,@wineschach
2331,2309,Spain,Northern Spain,Ribera del Duero,García Figuero,García Figuero 2004 Tinto Figuero 15 Reserva  (Ribera del Duero),Tempranillo Blend,54.0,90,Michael Schachner,"One sniff announces a wood pile's worth of toasty, dusty oak. But there's all the bold Tempranillo fruit and classic RDD terroir here to absorb it. Ripe as can be on the palate, with equal parts mulled black fruit, spice and mocha. It finishes smooth, with generous extract but nothing grating or grabby. Drink now through 2012.",Tinto Figuero 15 Reserva,@wineschach
2356,2334,Spain,Levante,Yecla,La Purísima,La Purísima 2013 Alphabet Wines Monastrell (Yecla),Monastrell,15.0,85,Michael Schachner,"Scratchy aromas of red fruits register as raw, with a note of animal hide. This feels racy and wild, but lively. Briny, rugged flavors of raspberry and plum finish tart, with a pickled note that won't let go.",Alphabet Wines,@wineschach
2378,2356,Spain,Northern Spain,Navarra,Finca Albret,Finca Albret 2009 Crianza Red (Navarra),Red Blend,16.0,88,Michael Schachner,"Everything about this lighter-framed Navarran blend is an echo of when European red wines were racy and crisp as opposed to big, extracted, dark and woody. With fresh raspberry aromas, zesty acidity and earthy flavors of red berry and spice offset by cocoa and vanilla, this is akin to Bordeaux and it should go nicely with most kinds of food.",Crianza,@wineschach
2473,2534,Spain,Northern Spain,Ribera del Duero,Trus,Trus 2012 Crianza  (Ribera del Duero),Tinta Fina,25.0,89,Michael Schachner,"Gritty, lightly stalky aromas of herbal blackberry smell a bit roasted and/or burnt. This is medium-full in body, with drying tannins. Roasted, tarry plum and berry flavors finish with peppery spice and heat.",Crianza,@wineschach
2493,2469,Spain,Andalucia,Jerez,Delgado Zuleta,Delgado Zuleta NV Premium Fino Sherry (Jerez),Sherry,16.0,90,Michael Schachner,"Intense, nutty, yeasty aromas are briny and a touch creamy. This has a tight, pure, round palate with salty nectarine, apricot and nut flavors. Walnut oil and white pepper notes grace a direct, lively finish.",Premium Fino,@wineschach
2494,2470,Spain,Northern Spain,Rioja,Eduardo Garrido García,Eduardo Garrido García 2004 Gran Reserva  (Rioja),Tempranillo Blend,45.0,90,Michael Schachner,"Strawberry and raspberry aromas are a touch briny. This is lively in the mouth, with lasting acidity that offers kick to an aged Rioja. Spicy notes of pepper sit on top of base-level cherry and plum fruit, while toast and spice flavors along with lasting acidity drive the finish.",Gran Reserva,@wineschach
2533,2508,Spain,Northern Spain,Rioja,Artadi,Artadi 2011 Viña El Pison  (Rioja),Tempranillo Blend,300.0,95,Michael Schachner,"Artadi's top wine is dynamite in a bottle. Ripe, saturated, oaky aromas of blackberry, leather, blueberry pie and aged cheese are incredibly potent and alluring. This is huge in the mouth, with lemony oak and broad tannins that don't grind. Intense blackberry, coffee, toast and smoky flavors finish a mile deep, with all sorts of textural grab and character. Best from 2016 through 2026.",Viña El Pison,@wineschach
2556,2531,Spain,Northern Spain,Rioja,Proelio,Proelio 2012 Crianza  (Rioja),Tempranillo,20.0,89,Michael Schachner,"Wiry cherry and herb aromas are fresh and reedy. This Rioja feels crisp and mildly astringent. Quick, punchy flavors of plum and wild berry fruits turn more oaky prior to a finish that's fresh and forward, with hard tannins. Drink through 2021.",Crianza,@wineschach
2573,2549,Spain,Northern Spain,Ribera del Duero,Salcis,Salcis 2010 Crianza  (Ribera del Duero),Tempranillo,30.0,89,Michael Schachner,"Stewy berry and melted chocolate aromas are ultra oaky and creamy. A tannic, heavy mouthfeel and borderline overripe flavors of prune, chocolate and tobacco finish raisiny and baked. Drink through 2020.",Crianza,@wineschach
2704,2683,Spain,Northern Spain,Rioja,Bodegas Muriel,Bodegas Muriel 2004 Viña Muriel Gran Reserva  (Rioja),Tempranillo,50.0,90,Michael Schachner,"Earthy, mildly leafy aromas of dried red fruits and vanilla are textbook for Rioja gran reserva. A medium-bodied palate shows balsamic richness along with flavors of prune, raisin, cassis and loamy earth. This is mild but solid on the finish, with a quick fade to the fruit component. Drink now.",Viña Muriel Gran Reserva,@wineschach
2755,2736,Spain,Northern Spain,Cariñena,Viñedos y Bodegas Pablo,Viñedos y Bodegas Pablo 2014 Menguante Garnacha (Cariñena),Garnacha,14.0,86,Michael Schachner,"Black cherry and plum aromas are solid. This is chunky and heavyset, but comfortable across the palate. Generic plum and berry flavors are pure, while this finishes plump, chunky and with a hint of chocolate.",Menguante,@wineschach
2778,2759,Spain,Northern Spain,Rioja,Montebuena,Montebuena 2014 Cuvée KPF  (Rioja),Tempranillo Blend,13.0,84,Michael Schachner,"This light-bodied Rioja smells of cherry, plum and cotton candy. It's a bit thin on the palate but offers just enough body to be worthwhile. Mild plum and cherry flavors hollow out on the simple finish.",Cuvée KPF,@wineschach
2786,2767,Spain,Northern Spain,Ribera del Duero,Valtravieso,Valtravieso 2011 Vendimia Seleccionada  (Ribera del Duero),Red Blend,52.0,84,Michael Schachner,"Saucy aromas run low on fruit and high on tomato and green herbs. In the mouth, this feels rough. Flavors of bell pepper, pizza sauce and oregano finish without the ripeness that should be present in a high-end 2011 RDD.",Vendimia Seleccionada,@wineschach
2826,2806,Spain,Northern Spain,Ribera del Duero,Bodegas Ribón,Bodegas Ribón 2012 Tinto Ribón Crianza  (Ribera del Duero),Tempranillo,32.0,87,Michael Schachner,"Aromas of iodine, horse hide and saucy berry fruits are intriguing on the nose. The palate is tannic and mildly astringent offering rustic notes of baked, leathery black-fruit flavors. The finish is hot and jammy, with a leathery kick.",Tinto Ribón Crianza,@wineschach
2841,2821,Spain,Northern Spain,Rioja,Bodegas Riolanc,Bodegas Riolanc 2012 Vendimia Seleccionada  (Rioja),Tempranillo Blend,13.0,86,Michael Schachner,"Unusual aromas of cardamom and cinnamon accent blueberry and plum scents. In the mouth, this is robust and voluminous but mild in terms of tannins and structure. Earthy, stewy plum and blackberry flavors finish charred, with herbal notes and heat.",Vendimia Seleccionada,@wineschach
