,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
5188,5157,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2008 The Custodian Grenache (McLaren Vale),Grenache,19.0,87,Joe Czerwinski,"Hints at cedar, spice and dark fruit on the nose, then turns unexpectedly tart on the palate. The tannins are soft, leaving the acidity to provide a counterbalance to the ripe fruit. Drink now.",The Custodian,@JoeCz
5327,5293,Australia,South Australia,Coonawarra,Katnook Estate,Katnook Estate 2006 Odyssey Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,43.0,88,Joe Czerwinski,"Katnook's top Cabernet is always oaky, and the 2006 is no exception, featuring plenty of brown sugar and caramel aromas. Vanilla and cedar dominate the palate, forming an attractive wooden shell over cassis fruit. Drink it now if you like that sort of full-on youthful oak, or hold it a decade until it develops a soft, rich patina of age.",Odyssey,@JoeCz
5339,5305,Australia,Australia Other,South Eastern Australia,Taltarni,Taltarni 2009 Three Monks Fumé Blanc Sauvignon Blanc (South Eastern Australia),Sauvignon Blanc,20.0,88,Joe Czerwinski,"This takes a page from California in its naming convention and style, which includes a good proportion of barrel-fermentation and oak maturation. Toast and vanilla frame melon and fig notes, and the midpalate is slightly creamy in texture before the wine turns crisp and lemony on the finish. Drink now.",Three Monks Fumé Blanc,@JoeCz
5660,5623,Australia,South Australia,Eden Valley,Henschke,Henschke 2005 Louis Semillon (Eden Valley),Sémillon,27.0,90,Joe Czerwinski,"Henschke is best known for its red wines, but the 2005 Louis Sémillon shows they know a thing or two about whites as well. It combines some toasty, smoky characters with herbal notes on the nose, then develops flavors of wax, spice and citrus, lingering elegantly on the finish. Tasty now, but might develop even more interesting complexities with additional age.",Louis,@JoeCz
6018,5978,Australia,Australia Other,South Eastern Australia,Lismore Range,Lismore Range 2015 Reserve Chardonnay (South Eastern Australia),Chardonnay,12.0,87,Joe Czerwinski,"Broad and ripe, this wine offers hints of lemon curd, crushed stone and cashew butter. Ripe melon fruit flavors dominate the palate, even suggesting honey at times, while anise notes provide a bit of lift on the finish. Drink now.",Reserve,@JoeCz
6404,6359,Australia,South Australia,South Australia,Penfolds,Penfolds 2012 Bin 28 Kalimna Shiraz (South Australia),Shiraz,30.0,93,Joe Czerwinski,"Named for one of Barossa's top vineyards, this blends fruit from Barossa, McLaren Vale, Clare Valley and Langhorne Creek into a splendid warm-climate Shiraz. It's full bodied, dense and dusty in texture, with rich dark-fruit flavors of dates, blackberries and blueberries. Hints of baking spices and mocha from the barrel-aging should integrate nicely over the next several years. Drink 2017–2025.",Bin 28 Kalimna,@JoeCz
6418,6373,Australia,South Australia,Barossa,John Duval Wines,John Duval Wines 2012 Entity Shiraz (Barossa),Shiraz,40.0,93,Joe Czerwinski,"This is another top-flight example of how good the 2012 vintage was for South Australian Shiraz. The oak here is so subtle as to not factor into the wine's scents of raspberry and cracked pepper. Hints of spice and vanilla mark the palate, gently accenting red berry fruit before ending in a flood of silky tannins. Drink now–2030.",Entity,@JoeCz
6693,6648,Australia,Victoria,King Valley,Nugan Family Estates,Nugan Family Estates 2008 Frasca's Lane Vineyard Chardonnay (King Valley),Chardonnay,19.0,90,Joe Czerwinski,"Lush and mouthfilling, this tropical-fruited Chard offers a ton of flavors at a surprisingly small price. Smoky toasted-almond notes accent star fruit and guava flavors. Drink now–2011.",Frasca's Lane Vineyard,@JoeCz
6988,6941,Australia,South Australia,Eden Valley,Henschke,Henschke 2007 Julius Riesling (Eden Valley),Riesling,30.0,89,Joe Czerwinski,"Petrol and citrus aromas and flavors merge seamlessly in this medium-bodied dry Riesling. It seems atypically round for such a young Eden Valley Riesling, so maybe not a long-term proposition, but it goes down easily now, with a long, slightly oily finish.",Julius,@JoeCz
6991,6944,Australia,Victoria,Central Victoria,Mitchelton,Mitchelton 2002 Print Shiraz (Central Victoria),Shiraz,35.0,89,Joe Czerwinski,"Not quite as impressive as some other vintages, the 2002 Print Shiraz boasts plenty of color but lacks some nuance and freshness. Aromas of baking spices are tinged with coffee, anise and dates, while the flavors of dried fruit and chocolate dominate the palate. It's big and mouthfilling, with 15% alcohol.",Print,@JoeCz
7120,7072,Australia,Victoria,Victoria,Fowles Wine,Fowles Wine 2012 Are You Game? Pinot Noir (Victoria),Pinot Noir,17.0,84,Joe Czerwinski,"There's 10% Zinfandel blended into this wine, but looking at my notes, I never would've thought so. The pale color is all Pinot Noir, as are the aromas of earth and tomato (the vanilla comes from the French oak barrels). It's light and crisp, with a tart finish.",Are You Game?,@JoeCz
7129,7081,Australia,Victoria,Yarra Valley,De Bortoli,De Bortoli 2006 Estate Grown Pinot Noir (Yarra Valley),Pinot Noir,41.0,82,Joe Czerwinski,"De Bortoli's 2006 Estate Grown Pinot Noir lacks the bright fruit and user-friendliness of its Gulf Station or Windy Peak bottlings. Maybe it's too serious for its own good? This medium-bodied wine features leather, mushroom and molasses, and rather crisp acids as well.",Estate Grown,@JoeCz
7130,7082,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2006 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,30.0,82,Joe Czerwinski,"Aromas of sour cherry and cooked strawberries lead the way in this tart, herbal Pinot Noir. It's lean and crisp, failing to deliver much in the way of pleasure, although there's nothing technically wrong with it.",Sexton Vineyard,@JoeCz
7349,7297,Australia,South Australia,McLaren Vale,Angove,Angove 2014 Family Crest Grenache-Shiraz-Mourvèdre Red (McLaren Vale),Rhône-style Red Blend,21.0,90,Joe Czerwinski,"The blend is 55% Grenache, 25% Shiraz and 20% Mourvèdre, but while this is a full-bodied wine, it's not overdone or bombastic. The masses of dark fruit are reined in by crisp acids and a layer of supple tannins, adding depth to the cassis, vanilla and mint flavors. Drink now through 2020.",Family Crest Grenache-Shiraz-Mourvèdre,@JoeCz
7439,7387,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2008 Brookman Syrah (Clarendon),Syrah,75.0,92,Joe Czerwinski,"The 2008 Brookman Syrah is a rich, plush, luxurious wine. Aromas of cedar, vanilla and black cherry set the stage, while the palate features intense dark fruit layered with hints of olive and coffee. It's full bodied and creamy in texture, showing just a touch of warmth on the supple finish. Drink now–2020.",Brookman,@JoeCz
7536,7484,Australia,Australia Other,South Eastern Australia,Kalbarri,Kalbarri 2006 Bin Select 513 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,7.0,83,Joe Czerwinski,"Kalbarri's Cab boasts plenty of red-berry flavors and a soft, easygoing, maybe even slightly sweet, finish.",Bin Select 513,@JoeCz
7569,7517,Australia,Victoria,Yarra Valley,Giant Steps,Giant Steps 2014 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,42.0,92,Joe Czerwinski,"Phil Sexton's wines under the Giant Steps label are becoming more consistent, and the 2014s may be his best yet. This is a medium- to full-bodied wine, with a supple, creamy texture and lingering notes of spring flowers and black cherries. Subtle oaking adds brown sugar and mocha shadings to the crisp finish. Drink now–2022.",Sexton Vineyard,@JoeCz
7709,7658,Australia,South Australia,Barossa,Château Tanunda,Château Tanunda 2010 Grand Barossa Riesling (Barossa),Riesling,16.0,85,Joe Czerwinski,"Yes, a certain amount of acidity is desirable in Australian Riesling, but this one is exceedingly lean and crisp. Perhaps it will blossom with age, but for now it is simply intensely citrusy and rather skinny. Pair it with oysters, or put it in a cool dark place and hope for the best.",Grand Barossa,@JoeCz
7761,7712,Australia,Australia Other,South Eastern Australia,De Bortoli,De Bortoli 2007 Deen de Bortoli Vat 7 Chardonnay (South Eastern Australia),Chardonnay,13.0,86,Joe Czerwinski,"This medium-bodied Chardonnay boasts a fair degree of complexity for its modest tariff: slightly toasty, nutty aromas lead into flavors of hazelnut, ripe peach and citrus. A solid effort.",Deen de Bortoli Vat 7,@JoeCz
7790,7740,Australia,Victoria,Mornington Peninsula,Kooyong,Kooyong 2015 Estate Chardonnay (Mornington Peninsula),Chardonnay,56.0,88,Joe Czerwinski,"The 2015 Estate Chardonnay is a fruit-foward wine, offering bright pineapple and citrus flavors that reverberate on the refreshing finish. On the whole, it is straightforward, with an approachable texture.",Estate,@JoeCz
7836,7785,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2010 The Blind Tiger Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,92,Joe Czerwinski,"This wine starts off a bit tarry at first, with scents of asphalt and roasted meat that then give way to brighter notes of blackberry and vanilla. On the palate, it's full, supple and rich, with a finish marked by hints of campfire and cherry.",The Blind Tiger Single Vineyard,@JoeCz
7851,7800,Australia,Western Australia,Margaret River,Vasse Felix,Vasse Felix 2013 Heytesbury Chardonnay (Margaret River),Chardonnay,70.0,92,Joe Czerwinski,"This bottling is consistently among the best Margaret River Chardonnays, and the 2013 doesn't disappoint. Subtle notes of grilled peach and pineapple slices are carried by ample weight and richness on the midpalate, then gain focus and fold in citrus flavors on the long finish.",Heytesbury,@JoeCz
7868,7818,Australia,South Australia,Langhorne Creek,Bleasdale,Bleasdale 2009 Potts' Catch Verdelho (Langhorne Creek),Verdelho,14.0,87,Joe Czerwinski,"There aren't many white wines coming out of Langhorne Creek, but this Verdelho is a good one, offering crisp, citrusy notes of pear and pineapple, medium body and a clean, refreshing finish. Drink now.",Potts' Catch,@JoeCz
7881,7831,Australia,South Australia,Coonawarra,Hollick,Hollick 1998 Wilgha Shiraz (Coonawarra),Shiraz,34.0,87,Joe Czerwinski,"It seems as if the emphasis is more on the oak than on the fruit. But the oak is darn tasty—toasty, vanillin and bringing all sorts of dried-spice complexities to the table. The wine is creamy and full enough to support the oak, even if the cherry-berry flavors do take a back seat. —J.C.",Wilgha,@JoeCz
7888,7838,Australia,South Australia,Barossa Valley,Craneford,Craneford 2000 Quartet Red (Barossa Valley),Red Blend,24.0,87,Joe Czerwinski,"This kitchen-sink blend boasts a high percentage of Petit Verdot (38%), which may account for its dramatic floral aromatics. Aside from roses, cherries also play a role. In the mouth, complex floral-herbal elements have a solid underpinning of cherries and raspberries, finishing with just enough tannins to stand up to rare beef. —J.C.",Quartet,@JoeCz
7899,7849,Australia,South Australia,McLaren Vale,Oliverhill,Oliverhill 2000 Bradey Block Grenache (McLaren Vale),Grenache,20.0,87,Joe Czerwinski,"A soft, round wine that almost seems designed for glugging. Dusty earth and dried grass aromas give way to a sweet, alcoholic attack filled with red berries and cherries. The warm, spirity finish leaves you glowing and reaching for another sip. —J.C.",Bradey Block,@JoeCz
7966,7916,Australia,South Australia,McLaren Vale,Wirra Wirra,Wirra Wirra 2012 Catapult Shiraz (McLaren Vale),Shiraz,20.0,90,Joe Czerwinski,"Representative of the solid values that may be found from Australia for about $20, this medium- to full-bodied Shiraz offers a blend of cherry and plum flavors, with savory elements of mocha and roasted meat. It's slightly dusty on the finish, making it food-friendly, ending with hints of cocoa and coffee. Drink now–2018.",Catapult,@JoeCz
7968,7918,Australia,South Australia,McLaren Vale,Angove,Angove 2013 Family Crest G-S-M (McLaren Vale),G-S-M,21.0,90,Joe Czerwinski,"The Angove family is crafting some increasingly interesting wines in recent years. This blend of 55% Grenache, 25% Shiraz and 20% Mourvèdre features intriguing notes of cola, brown sugar and cinnamon layered over a plush base of ripe black cherries. It's mouthfilling and round, with a soft, licorice-tinged finish. Drink now–2018.",Family Crest,@JoeCz
7983,7932,Australia,South Australia,Barossa,Yalumba,Yalumba 2012 The Strapper Grenache-Shiraz-Mataro G-S-M (Barossa),G-S-M,19.0,90,Joe Czerwinski,"Despite a reported alcohol level that's moderate for its genre, this feels nicely full and rounded on the palate. Hints of vanilla and sarsaparilla accent flavors of cherries, plums and chocolate, while the tannins are supple and creamy in texture. Drink now–2018.",The Strapper Grenache-Shiraz-Mataro,@JoeCz
7992,7941,Australia,South Australia,South Australia,Wakefield,Wakefield 2005 Promised Land Shiraz-Cabernet Sauvignon (South Australia),Shiraz-Cabernet Sauvignon,13.0,88,Joe Czerwinski,"This inexpensive Shiraz (60%) and Cab (40%) blend represents a solid value, blending cassis and dark coffee flavors with hints of mint and bell pepper. The green notes are adequately balanced by ripe fruit, and the tannins are extremely supple, finshing on a velvety note.",Promised Land,@JoeCz
8002,7951,Australia,South Australia,McLaren Vale,Oliverhill,Oliverhill 2006 Clarendon Shiraz (McLaren Vale),Shiraz,30.0,88,Joe Czerwinski,"Features some superb elements that come off as a bit disjointed—perhaps it just needs some time? High-toned cherry fruit picks up some herbal notes and peppery cinnamon flavors, then finishes crisp, with hints of orange pekoe tea.",Clarendon,@JoeCz
8222,8172,Australia,South Australia,Barossa Valley,Lambert,Lambert 2014 A Thousand Words Chardonnay (Barossa Valley),Chardonnay,18.0,87,Joe Czerwinski,"Medium to full in weight and opulent in texture, this is a buttery creamy wine that reflects its South Australian origin. Broad and rich, it's a throwback to a previous generation's style of Chardonnay.",A Thousand Words,@JoeCz
