,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
1124,1109,Italy,Tuscany,Vino Nobile di Montepulciano,Carpineto,Carpineto 2006 Sant'Ercolano  (Vino Nobile di Montepulciano),Red Blend,70.0,90,Kerin O’Keefe,"Black currant, bell pepper and leather aromas lead the way on this blend of Sangiovese and Cabernet Sauvignon. The dense palate delivers ripe black cherry, grilled pepper, mocha and cracked black pepper alongside bracing tannins.",Sant'Ercolano,@kerinokeefe
1154,1138,Italy,Southern Italy,Basilicata,Grifalco,Grifalco 2014 Frà Rosato (Basilicata),Rosato,10.0,84,Kerin O’Keefe,"This informal rosato offers delicate aromas and flavors of wild red berry and blood orange. It's rather lean and diluted, with bracing acidity.",Frà,@kerinokeefe
1164,1148,Italy,Sicily & Sardinia,Sicilia,Cantine Grasso,Cantine Grasso 2013 Caporosso Nero d'Avola (Sicilia),Nero d'Avola,14.0,83,Kerin O’Keefe,"This lean red initially opens with a sulfur aroma that burns off to reveal steeped prune, dried violet and a hint of resin. The diluted, fleeting palate offers hints of black cherry and walnut skin.",Caporosso,@kerinokeefe
1196,1181,Italy,Piedmont,Barbaresco,Bel Colle,Bel Colle 2013 Montersino  (Barbaresco),Nebbiolo,50.0,88,Kerin O’Keefe,"Aromas suggesting dried rose petal, woodland berry, chopped mint and kitchen spice come together on this. The tight palate isn't quite as expressive as the nose, offering sour cherry, tart cranberry and a hint of clove alongside bracing tannins that grip the finish.",Montersino,@kerinokeefe
1198,1183,Italy,Piedmont,Barolo,Boasso,Boasso 2012 Margheria  (Barolo),Nebbiolo,49.0,88,Kerin O’Keefe,"Underbrush, singed earth, mature dark-skinned fruit and a balsamic note emerge in the glass. The ripe, firm palate shows mocha, black raspberry and licorice as well as a slightly green note of raw sage. A backbone of bracing tannins provides the tight framework.",Margheria,@kerinokeefe
1199,1184,Italy,Piedmont,Barolo,Broccardo,Broccardo 2012 I Tre Pais  (Barolo),Nebbiolo,50.0,88,Kerin O’Keefe,"This opens with aromas of oak, toast and espresso that carry over to the firmly structured palate along with herb and dried black cherry. Austere tannins clench the finish.",I Tre Pais,@kerinokeefe
1212,1197,Italy,Piedmont,Barbaresco,Battaglio,Battaglio 2013 Serragrilli  (Barbaresco),Nebbiolo,90.0,87,Kerin O’Keefe,"This opens with aromas of menthol, coconut, oak, overripe black cherry, leather and exotic spice. The bracing palate shows dried black cherry, clove, ground pepper and a green note of powdered sage alongside assertive grainy tannins.",Serragrilli,@kerinokeefe
1220,1205,Italy,Piedmont,Barolo,Cascina Chicco,Cascina Chicco 2012 Rocche di Castelletto  (Barolo),Nebbiolo,75.0,87,Kerin O’Keefe,"This offers aromas suggesting cherries marinated in spirits, underbrush and a whiff of camphor while the firm but rather lean palate offers grilled herb, licorice and a note of sour cherry. Astringent tannins grip the finish.",Rocche di Castelletto,@kerinokeefe
1222,1207,Italy,Piedmont,Barolo,Poderi Colla,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,80.0,93,Kerin O’Keefe,"Truffle, underbrush, new leather and chopped herb aromas slowly emerge in the glass. The bright, elegantly structured palate delivers tart cherry, licorice and tobacco alongside vibrant acidity and tightly wound noble tannins. It's still youthfully austere so give it time to develop. Drink 2023–2033.",Bussia Dardi Le Rose,@kerinokeefe
1233,1218,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico,Bucci,Bucci 2014 Villa Bucci Riserva  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,57.0,93,Kerin O’Keefe,"Alluring aromas of beeswax, white spring flower and acacia float from the glass. On the vibrant palate, crisp acidity offsets yellow apple, Anjou pear and nectarine while the slightest hint of paraffin graces the dry finish.",Villa Bucci Riserva,@kerinokeefe
1303,1288,Italy,Northeastern Italy,Alto Adige,Griesbauerhof,Griesbauerhof 2013 St. Magdalener Classico Red (Alto Adige),Red Blend,19.0,89,Kerin O’Keefe,"Made with 95% Schiava and 5% Lagrein, this sleek red opens with aromas of red currant and crushed violet. The vibrant palate delivers sour cherry, mandarin orange and almond alongside silky tannins and fresh acidity. This is all about easy-drinking pleasure so enjoy soon.",St. Magdalener Classico,@kerinokeefe
1305,1290,Italy,Northeastern Italy,Alto Adige,Cantina Produttori San Michele Appiano,Cantina Produttori San Michele Appiano 2011 Sanct Valentin Pinot Nero (Alto Adige),Pinot Nero,48.0,89,Kerin O’Keefe,"Aromas of dried rose, violet and red berry meld together in the glass. The refined palate offers dried cherry, light toast, mineral and a hint of spice alongside soft, supple tannins.",Sanct Valentin,@kerinokeefe
1312,1297,Italy,Northwestern Italy,Valle d'Aosta,Cave du Vin Blanc de Morgex et de la Salle,Cave du Vin Blanc de Morgex et de la Salle 2013 Tradizionale Blanc de Morgex et de La Salle Prié Blanc (Valle d'Aosta),Prié Blanc,20.0,89,Kerin O’Keefe,"From what are considered as the highest vineyards in Europe, this vibrant, elegant white reveals lovely fragrances of honeysuckle, jasmine and alpine herb. The linear palate delivers yellow apple, citrus, thyme and a hint of mineral alongside brisk acidity.",Tradizionale Blanc de Morgex et de La Salle,@kerinokeefe
1314,1299,Italy,Northeastern Italy,Alto Adige,Colterenzio,Colterenzio 2011 Cornell Villa Nigra Pinot Nero (Alto Adige),Pinot Nero,49.0,89,Kerin O’Keefe,"Aromas suggest red berry and plum with a hint of cake spice. The palate is elegant and reserved, offering sour cherry, toast and vanilla alongside fine-grained tannins. It closes on a light mineral note.",Cornell Villa Nigra,@kerinokeefe
1328,1312,Italy,Northeastern Italy,Alto Adige,Tenuta Peter Sölva & Söhne,Tenuta Peter Sölva & Söhne 2013 I Vigneti Pinot Nero (Alto Adige),Pinot Nero,15.0,89,Kerin O’Keefe,"This bright, fresh wine offers aromas of woodland berry, alpine herb, graphite, and a touch of cake spice. On the palate, green tomato and peppermint accent the bright strawberry core.",I Vigneti,@kerinokeefe
1330,1314,Italy,Northeastern Italy,Alto Adige,Tiefenbrunner,Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige),Pinot Nero,40.0,89,Kerin O’Keefe,"This opens with smoke, mint, coconut, red berry and graphite aromas. The palate offers dried red cherry and mineral alongside drying tannins. Enjoy it soon to capture the fruit flavors.",Linticlarus Riserva,@kerinokeefe
1361,1344,Italy,Sicily & Sardinia,Sicilia,Feudo Montoni,Feudo Montoni 2016 della Timpa Grillo (Sicilia),Grillo,18.0,90,Kerin O’Keefe,"Spanish broom, yellow stone fruit and citrus zest aromas take shape in the glass. Lively acidity carries juicy nectarine, intense lemon, thyme, pineapple and Mediterranean herb flavors into the round, juicy finish.",della Timpa,@kerinokeefe
1420,1402,Italy,Northeastern Italy,Alto Adige,Colterenzio,Colterenzio 2014 Puiten Pinot Grigio (Alto Adige),Pinot Grigio,23.0,88,Kerin O’Keefe,"Aromas of orchard fruit, nut and a light whiff of toast lift from the glass. The medium-bodied, straightforward palate offers pear, apple and a note of lemon drop. Vibrant acidity gives it a clean finish.",Puiten,@kerinokeefe
1421,1403,Italy,Northeastern Italy,Alto Adige Terlano,Manincor,Manincor 2014 Tannenberg Sauvignon (Alto Adige Terlano),Sauvignon,30.0,88,Kerin O’Keefe,"This lively white opens with aromas of grapefruit, light oak and crushed rock. On the racy palate, zesty acidity underscores yellow peach, citrus zest, ginger and a hint of vanilla. A hint of mineral marks the finish.",Tannenberg,@kerinokeefe
1469,1452,Italy,Tuscany,Brunello di Montalcino,Le Ragnaie,Le Ragnaie 2012 Fornace  (Brunello di Montalcino),Sangiovese,125.0,94,Kerin O’Keefe,"Underbrush, truffle, crushed herb and ripe black-skinned fruit aromas slowly take shape along with a waft of new leather. The bold palate shows mature black cherry, licorice, clove and tobacco framed in big velvety tannins. This is already tempting but will be even better in a few years. Drink 2020–2027.",Fornace,@kerinokeefe
1471,1454,Italy,Veneto,Amarone della Valpolicella Classico,Masi,Masi 2009 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,154.0,94,Kerin O’Keefe,"Baked plum, baking spice, blue flower and pipe tobacco meld together with earthy aromas of new leather and a whiff of underbrush on this impressive wine. The firmly structured palate offers dried black cherry, blackberry jam, dark chocolate and star anise. Firm velvety tannins envelope the palate. Drink 2019–2029.",Campolongo di Torbe,@kerinokeefe
1477,1460,Italy,Northeastern Italy,Vigneti delle Dolomiti,Foradori,Foradori 2013 Morei Teroldego (Vigneti delle Dolomiti),Teroldego,48.0,93,Kerin O’Keefe,"At first shy and brooding, this slowly opens up in the glass, offering aromas of black-skinned berry, blue flower, licorice and flint. The palate has concentration and finesse, boasting chewy black cherry, blackberry, chopped mint, anise and mineral alongside firm acidity and lithe tannins. Give this time to fully develop. Drink 2017–2023.",Morei,@kerinokeefe
1488,1471,Italy,Tuscany,Brunello di Montalcino,Villa Poggio Salvi,Villa Poggio Salvi 2011 Riserva  (Brunello di Montalcino),Sangiovese,85.0,93,Kerin O’Keefe,"Mature plum, ripe berry, baking spice, underbrush and a balsamic note are some of the aromas you'll find on this full-bodied wine. On the chewy palate, notes of cinnamon, clove and licorice add depth to dried cherry and raspberry. Velvety tannins give it just enough tension and texture. Drink 2018–2024.",Riserva,@kerinokeefe
1544,1526,Italy,Sicily & Sardinia,Terre Siciliane,Hauner,Hauner 2015 Hierà Rosé (Terre Siciliane),Rosé,21.0,86,Kerin O’Keefe,"Aromas of acacia, mature apple, hazelnut and an unusual balsamic note lead the nose. The palate is already evolved and has lost most of its fruit richness and freshness, offering instead honeyed mineral, toasted nut and a hint of dried citrus peel.",Hierà,@kerinokeefe
1561,1544,Italy,Southern Italy,Puglia,Orion Wines,Orion Wines 2016 The Wanted Zin Blush Rosato (Puglia),Rosato,14.0,85,Kerin O’Keefe,Delicate scents of spring blossom and citrus carry over to the bright simple palate along with sour cherry. Zesty acidity gives it tangy finish.,The Wanted Zin Blush,@kerinokeefe
1567,1550,Italy,Veneto,Bardolino Chiaretto,Villa Cordevigo,Villa Cordevigo 2016 Heaven Scent  (Bardolino Chiaretto),Rosato,20.0,85,Kerin O’Keefe,"Subtly scented, this opens with aromas of citrus zest, spring flower and wild berry. It's fresh and informal, with light strawberry and sour-cherry flavors supported by fresh acidity.",Heaven Scent,@kerinokeefe
1570,1553,Italy,Southern Italy,Murgia,Botromagno,Botromagno 2016 Rosé di Lulu Rosato (Murgia),Rosato,18.0,85,Kerin O’Keefe,"Made with Nero di Troia grapes, this has aromas of wild rose, citrus peel and a whiff of Mediterranean brush. The bright informal palate offers sour cherry and strawberry accompanied by zesty acidity.",Rosé di Lulu,@kerinokeefe
1605,1588,Italy,Sicily & Sardinia,Terre Siciliane,Ceuso,Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Nero d'Avola,16.0,88,Kerin O’Keefe,"Aromas of mature black-skinned fruit, dark spice and game come together in the glass. On the palate, notes of ground pepper and anise accent a core of dried black cherry while dusty tannins give it a firm finish. Drink soon.",Scurati,@kerinokeefe
1621,1603,Italy,Sicily & Sardinia,Sicilia,Feudo Antico,Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,25.0,88,Kerin O’Keefe,"Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth.",Memorie,@kerinokeefe
1627,1609,Italy,Sicily & Sardinia,Delia Nivolelli,Caruso & Minini,Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Nero d'Avola,14.0,87,Kerin O’Keefe,"Mature plum, aromatic herb and a whiff of cocoa lead the nose. The dense palate offers toasted oak, blackberry extract and espresso alongside fine-grained tannins that leave a firm, drying finish.",Cutaja Riserva,@kerinokeefe
1682,1668,Italy,Central Italy,Montepulciano d'Abruzzo,Cantina Valle Tritana,Cantina Valle Tritana 2014 Capostrano  (Montepulciano d'Abruzzo),Montepulciano,19.0,85,Kerin O’Keefe,"Aromas of dark-skinned berry, plum and blue flower come together on this. The simple palate offers morello cherry and a hint of clove alongside soft, not very persistent tannins.",Capostrano,@kerinokeefe
1749,1736,Italy,Tuscany,Brunello di Montalcino,Tenuta San Giorgio,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),Sangiovese,50.0,92,Kerin O’Keefe,"This opens with an enticing fragrance of rose, violet, dark berry and underbrush. The firm palate delivers juicy wild cherry, cinnamon and star anise alongside firm but fine-grained tannins and bright acidity. Drink 2018–2028.",Ugolforte,@kerinokeefe
1752,1738,Italy,Tuscany,Brunello di Montalcino,Lisini,Lisini 2008 Riserva  (Brunello di Montalcino),Sangiovese,80.0,92,Kerin O’Keefe,"Aromas of tilled earth, leafy forest floor, porcini mushroom, truffle and ripe berry lead the nose. The palate offers wild cherry layered with medicinal herb, black pepper and grilled sage supported by firm tannins. It's still young and a bit disjointed so give it time to come together. Drink after 2018.",Riserva,@kerinokeefe
1754,1740,Italy,Tuscany,Bolgheri,Ornellaia,Ornellaia 2012 Le Serre Nuove  (Bolgheri),Red Blend,75.0,92,Kerin O’Keefe,"This full-bodied red manages to be concentrated and weightless at the same time. It opens with aromas of blue flower, wild berry and a whiff of espresso. The smooth, almost creamy palate delivers a black cherry core while notes of graphite, clove, ground pepper and cake spice add depth. It's impeccably balanced, with velvety tannins and just the right amount of freshness. Drink through 2017.",Le Serre Nuove,@kerinokeefe
1757,1743,Italy,Tuscany,Brunello di Montalcino,Centolani,Centolani 2010 Poggiotondo  (Brunello di Montalcino),Sangiovese,45.0,92,Kerin O’Keefe,"Aromas of menthol, dried flower, ripe berry, leather and savory herb lead the nose. The rich palate delivers crushed wild cherry, stewed plum, cinnamon, anise and a hint of vanilla alongside round tannins. Despite its big, friendly structure, it also boasts finesse. Drink through 2022.",Poggiotondo,@kerinokeefe
1812,1798,Italy,Piedmont,Barolo,Villadoria,Villadoria 2004 Riserva  (Barolo),Nebbiolo,50.0,91,Kerin O’Keefe,"From one of the best vintages in the last 15 years, this classic Barolo needs to be opened a couple of hours ahead of time to breathe. It's a bit shy on aromas but the palate delivers dried cherry, fig, tobacco, white pepper and black tea flavors. Youthful acidity accompanies silky tannins in this wine that is just starting to develop complexity. Drink through 2024.",Riserva,@kerinokeefe
1874,1859,Italy,Sicily & Sardinia,Cerasuolo di Vittoria,Feudi del Pisciotto,Feudi del Pisciotto 2012 Giambattista Valli  (Cerasuolo di Vittoria),Red Blend,30.0,83,Kerin O’Keefe,"The nose is rather closed but reveals whiffs of dark-skinned fruit. The diluted palate offers raw, red cherry alongside fleeting tannins.",Giambattista Valli,@kerinokeefe
1932,1932,Italy,Piedmont,Barolo,Stroppiana,Stroppiana 2008 Vigna San Giacomo  (Barolo),Nebbiolo,80.0,87,Kerin O’Keefe,"Fruit and spice aromas show dark cherry, white pepper and toasted oak aromas of espresso and chocolate, with a hint of orange peel. The palate has fresh strawberry, coffee and citrusy notes but not much depth.",Vigna San Giacomo,@kerinokeefe
